n,exact_agreement,cohen_kappa,gwet_ac1,gwet_ac2_quadratic,human_tie_rate,llm_tie_rate,tie_rate_diff_llm_minus_human,hum_vs_llm_n,human_prefers_llm_rate_in_hum_vs_llm,llm_prefers_llm_rate_in_hum_vs_llm,model,Expert_ID
135,0.25925925925925924,-0.03950103950103941,-0.09580145701008537,-0.07649424881800836,0.42962962962962964,0.014814814814814815,-0.4148148148148148,108,0.546875,0.7129629629629629,claude,E18
135,0.4666666666666667,0.045374189746611636,0.2626867935978154,0.05373831775700936,0.11851851851851852,0.0,-0.11851851851851852,108,0.4742268041237113,0.7037037037037037,claude,E19
135,0.5111111111111111,0.05091606305922449,0.34209554751532156,0.05131065253764641,0.02962962962962963,0.0,-0.02962962962962963,108,0.49056603773584906,0.6481481481481481,claude,E20
135,0.45925925925925926,0.08214585079631194,0.24021355742728828,0.10482850081379225,0.17777777777777778,0.0,-0.17777777777777778,108,0.5172413793103449,0.6851851851851852,claude,E21
135,0.34814814814814815,-0.15239111456009308,0.09673249824174569,-0.19057734284584166,0.1259259259259259,0.0,-0.1259259259259259,108,0.4631578947368421,0.6666666666666666,claude,E22
135,0.45185185185185184,-0.09467455621301761,0.26925608953258723,-0.09683794466403155,0.0,0.0,0.0,108,0.4444444444444444,0.6203703703703703,claude,E23
135,0.4222222222222222,0.082272964964267,0.17197452229299362,0.12371134020618536,0.25925925925925924,0.007407407407407408,-0.2518518518518518,108,0.43037974683544306,0.7037037037037037,claude,E24
135,0.21481481481481482,0.03532425508965891,-0.1722782010321947,0.07089552238805942,0.6444444444444445,0.007407407407407408,-0.6370370370370371,108,0.475,0.6944444444444444,claude,E25
135,0.4740740740740741,-0.008947368421052499,0.2890520694259012,-0.009615384615384576,0.037037037037037035,0.007407407407407408,-0.029629629629629627,108,0.5145631067961165,0.7314814814814815,claude,E26
135,0.45925925925925926,0.0010136847440446112,0.2612305328060871,-0.0035425982925837937,0.08888888888888889,0.0,-0.08888888888888889,108,0.5463917525773195,0.7037037037037037,claude,E27
135,0.43703703703703706,-0.0857142857142855,0.24029544066196482,-0.0907032331110832,0.037037037037037035,0.0,-0.037037037037037035,108,0.5339805825242718,0.6481481481481481,claude,E28
135,0.45925925925925926,-0.028169014084507085,0.26683653542135516,-0.030432762044248014,0.05185185185185185,0.0,-0.05185185185185185,108,0.4423076923076923,0.7037037037037037,claude,E29
135,0.4222222222222222,0.08791684711996534,0.17150219319813526,0.13002356486750757,0.2740740740740741,0.0,-0.2740740740740741,108,0.5365853658536586,0.6759259259259259,claude,E30
135,0.3111111111111111,0.027874564459930404,-0.01748485523836536,0.03647898493259313,0.42962962962962964,0.02962962962962963,-0.4,108,0.5967741935483871,0.7523809523809524,gemini,E01
135,0.4222222222222222,0.038092628117292526,0.18345191245177672,0.04902035526416097,0.2,0.0,-0.2,108,0.6091954022988506,0.7962962962962963,gemini,E02
135,0.5333333333333333,0.08014276443867621,0.3747702712636919,0.08188654207674448,0.014814814814814815,0.0,-0.014814814814814815,108,0.48598130841121495,0.7592592592592593,gemini,E03
135,0.4888888888888889,0.10052143684820394,0.2875717017208413,0.08664688427299708,0.11851851851851852,0.02962962962962963,-0.08888888888888889,108,0.5376344086021505,0.7452830188679245,gemini,E04
135,0.35555555555555557,-0.07142857142857137,0.08810341815640833,-0.09331860850358925,0.2,0.007407407407407408,-0.1925925925925926,108,0.5057471264367817,0.7777777777777778,gemini,E05
135,0.34074074074074073,0.07011841188762478,0.025685729924787678,0.09438932303099457,0.4222222222222222,0.014814814814814815,-0.4074074074074074,108,0.5238095238095238,0.7663551401869159,gemini,E06
135,0.35555555555555557,0.020351989323546614,0.06654215263565737,0.030671628333961712,0.31851851851851853,0.0,-0.31851851851851853,108,0.5394736842105263,0.7777777777777778,gemini,E07
135,0.5037037037037037,0.14726124257565754,0.30405678342662584,0.16903121199837834,0.14074074074074075,0.02962962962962963,-0.11111111111111112,108,0.5274725274725275,0.7830188679245284,gemini,E08
135,0.42962962962962964,-0.040853109041754286,0.21483467719092844,-0.040567951318458306,0.07407407407407407,0.02962962962962963,-0.04444444444444444,108,0.5050505050505051,0.7663551401869159,gemini,E09
135,0.4888888888888889,-0.003231017770597658,0.3144308082945408,-0.004025013579198129,0.0,0.022222222222222223,0.022222222222222223,108,0.49074074074074076,0.7962962962962963,gemini,E10
135,0.6370370370370371,0.2778384279475984,0.5152336808163714,0.28085452864299404,0.007407407407407408,0.0,-0.007407407407407408,108,0.6074766355140186,0.7870370370370371,gemini,E11
135,0.26666666666666666,-0.012193274765222677,-0.08431535606352557,-0.04062245544196174,0.45925925925925926,0.007407407407407408,-0.45185185185185184,108,0.5423728813559322,0.7850467289719626,gemini,E12
135,0.3851851851851852,-0.032243205895900615,0.1312101416968734,-0.03369381186986175,0.18518518518518517,0.014814814814814815,-0.17037037037037037,108,0.5232558139534884,0.7663551401869159,gemini,E13
135,0.3111111111111111,-0.08447784400103664,0.006311957102435723,-0.10018756872129875,0.26666666666666666,0.02962962962962963,-0.23703703703703705,108,0.4675324675324675,0.8095238095238095,gemini,E14
135,0.4888888888888889,0.05623100303951366,0.2997820040592347,0.0671426926177589,0.07407407407407407,0.014814814814814815,-0.059259259259259255,108,0.4854368932038835,0.8317757009345794,gemini,E15
135,0.2814814814814815,0.0180713857228555,-0.06656349901244119,0.0191353140061864,0.4666666666666667,0.007407407407407408,-0.45925925925925926,108,0.4482758620689655,0.8411214953271028,gemini,E16
135,0.3333333333333333,-0.010815307820299514,0.030404596600430944,-0.031598513011152435,0.3333333333333333,0.037037037037037035,-0.2962962962962963,108,0.410958904109589,0.8130841121495327,gemini,E17
135,0.3111111111111111,0.031025700393609645,-0.019964660722627293,0.015795868772782627,0.42962962962962964,0.02962962962962963,-0.4,108,0.546875,0.8240740740740741,gemini,E18
135,0.4740740740740741,0.06414762741652033,0.2710610871342472,0.05532213910319287,0.11851851851851852,0.007407407407407408,-0.11111111111111112,108,0.4742268041237113,0.7757009345794392,gemini,E19
135,0.5185185185185185,0.06499733617474697,0.3518125242377795,0.06746142276196315,0.02962962962962963,0.0,-0.02962962962962963,108,0.49056603773584906,0.7592592592592593,gemini,E20
135,0.45185185185185184,0.08112582781456948,0.22523605483064155,0.09052111752960729,0.17777777777777778,0.022222222222222223,-0.15555555555555556,108,0.5172413793103449,0.7264150943396226,gemini,E21
135,0.32592592592592595,-0.1828422876949739,0.06085161684886483,-0.2195411862593605,0.1259259259259259,0.022222222222222223,-0.10370370370370369,108,0.4631578947368421,0.7735849056603774,gemini,E22
135,0.42962962962962964,-0.12244897959183652,0.23590054578532446,-0.12742658038825258,0.0,0.014814814814814815,0.014814814814814815,108,0.4444444444444444,0.7407407407407407,gemini,E23
135,0.4074074074074074,0.07024793388429752,0.1467846421235582,0.08597342871742455,0.25925925925925924,0.022222222222222223,-0.23703703703703702,108,0.43037974683544306,0.7476635514018691,gemini,E24
135,0.1925925925925926,0.01624548736462094,-0.21004049914684536,-0.0034701546169482278,0.6444444444444445,0.014814814814814815,-0.6296296296296297,108,0.475,0.7757009345794392,gemini,E25
135,0.5333333333333333,0.10567823343848579,0.36874918820626057,0.11358662102250391,0.037037037037037035,0.007407407407407408,-0.029629629629629627,108,0.5145631067961165,0.822429906542056,gemini,E26
135,0.43703703703703706,-0.03364900261938335,0.22899171504255203,-0.042076287848997064,0.08888888888888889,0.007407407407407408,-0.08148148148148149,108,0.5463917525773195,0.8055555555555556,gemini,E27
135,0.4740740740740741,-0.00788643533123014,0.2885771543086173,-0.007575757575757473,0.037037037037037035,0.007407407407407408,-0.029629629629629627,108,0.5339805825242718,0.7222222222222222,gemini,E28
135,0.4740740740740741,0.005911636589919114,0.28592713998361025,0.004876389203901314,0.05185185185185185,0.007407407407407408,-0.04444444444444444,108,0.4423076923076923,0.7757009345794392,gemini,E29
135,0.4666666666666667,0.16680953197325563,0.22985500356548613,0.24303944315545262,0.2740740740740741,0.022222222222222223,-0.2518518518518519,108,0.5365853658536586,0.7169811320754716,gemini,E30
135,0.3111111111111111,0.03199691595990753,-0.013235412799612593,0.05306787586793233,0.42962962962962964,0.0,-0.42962962962962964,108,0.5967741935483871,0.6388888888888888,gpt,E01
135,0.4074074074074074,0.009810213624278037,0.163325780024403,0.013076393668272549,0.2,0.0,-0.2,108,0.6091954022988506,0.7129629629629629,gpt,E02
135,0.5037037037037037,0.02216216216216214,0.3350731456296405,0.022171845626451584,0.014814814814814815,0.0,-0.014814814814814815,108,0.48598130841121495,0.6851851851851852,gpt,E03
135,0.4666666666666667,0.04584274074801224,0.26233707097728953,0.05715422357777481,0.11851851851851852,0.007407407407407408,-0.11111111111111112,108,0.5376344086021505,0.6944444444444444,gpt,E04
135,0.3851851851851852,-0.013018714401952756,0.13134484563055993,-0.03419859909353136,0.2,0.0,-0.2,108,0.5057471264367817,0.7129629629629629,gpt,E05
135,0.31851851851851853,0.04188845174728074,-0.005322055163202899,0.07510128849397477,0.4222222222222222,0.0,-0.4222222222222222,108,0.5238095238095238,0.7129629629629629,gpt,E06
135,0.2962962962962963,-0.067949038221334,-0.020509658039746144,-0.10661158374291725,0.31851851851851853,0.0,-0.31851851851851853,108,0.5394736842105263,0.7129629629629629,gpt,E07
135,0.5037037037037037,0.13709215798511729,0.3082217973231357,0.16676557863501498,0.14074074074074075,0.007407407407407408,-0.13333333333333333,108,0.5274725274725275,0.6666666666666666,gpt,E08
135,0.4888888888888889,0.04451738639860499,0.3033039771133674,0.04945904173106639,0.07407407407407407,0.0,-0.07407407407407407,108,0.5050505050505051,0.6851851851851852,gpt,E09
135,0.5259259259259259,0.05366922234392117,0.36791279537639915,0.05179982440737507,0.0,0.0,0.0,108,0.49074074074074076,0.75,gpt,E10
135,0.6518518518518519,0.30610236220472453,0.5352754838591545,0.3095201891043808,0.007407407407407408,0.0,-0.007407407407407408,108,0.6074766355140186,0.7222222222222222,gpt,E11
135,0.24444444444444444,-0.029609690444145343,-0.11942118526949025,-0.06852538505419284,0.45925925925925926,0.0,-0.45925925925925926,108,0.5423728813559322,0.7222222222222222,gpt,E12
135,0.35555555555555557,-0.08679559544739518,0.09261226460647036,-0.11470699432892253,0.18518518518518517,0.0,-0.18518518518518517,108,0.5232558139534884,0.7685185185185185,gpt,E13
135,0.3851851851851852,0.03737113402061855,0.11750807277309598,0.04267443332911202,0.26666666666666666,0.0,-0.26666666666666666,108,0.4675324675324675,0.75,gpt,E14
135,0.45185185185185184,-0.01648351648351659,0.25168539325842687,-0.023076923076922995,0.07407407407407407,0.0,-0.07407407407407407,108,0.4854368932038835,0.7222222222222222,gpt,E15
135,0.25925925925925924,-0.010781671159029687,-0.09807430302783825,-0.021535261525220225,0.4666666666666667,0.0,-0.4666666666666667,108,0.4482758620689655,0.7685185185185185,gpt,E16
135,0.3037037037037037,-0.025786112682887483,-0.012385568120624607,-0.07254116599911026,0.3333333333333333,0.0,-0.3333333333333333,108,0.410958904109589,0.6851851851851852,gpt,E17
135,0.2814814814814815,-0.005760368663594444,-0.059637481793170424,-0.013968833356731856,0.42962962962962964,0.0,-0.42962962962962964,108,0.546875,0.7314814814814815,gpt,E18
135,0.4666666666666667,0.04565537555228288,0.26256093166170363,0.05423550703485331,0.11851851851851852,0.0,-0.11851851851851852,108,0.4742268041237113,0.7222222222222222,gpt,E19
135,0.5259259259259259,0.07957813998082455,0.36192603807026935,0.08188862255421145,0.02962962962962963,0.0,-0.02962962962962963,108,0.49056603773584906,0.6851851851851852,gpt,E20
135,0.4666666666666667,0.09243697478991603,0.2510979274212189,0.11935250060401054,0.17777777777777778,0.0,-0.17777777777777778,108,0.5172413793103449,0.6666666666666666,gpt,E21
135,0.3851851851851852,-0.08839242350655649,0.14818404698101376,-0.11199050257222014,0.1259259259259259,0.0,-0.1259259259259259,108,0.4631578947368421,0.7222222222222222,gpt,E22
135,0.43703703703703706,-0.13545816733067717,0.25169571876595437,-0.1364643331856446,0.0,0.0,0.0,108,0.4444444444444444,0.6574074074074074,gpt,E23
135,0.42962962962962964,0.09221902017291068,0.184049922486705,0.1312273137947979,0.25925925925925924,0.0,-0.25925925925925924,108,0.43037974683544306,0.6759259259259259,gpt,E24
135,0.1925925925925926,0.0070850202429149755,-0.20247604649737486,0.016465102724755872,0.6444444444444445,0.0,-0.6444444444444445,108,0.475,0.7407407407407407,gpt,E25
135,0.4962962962962963,0.02640789055042967,0.3218961792026001,0.022965038509736503,0.037037037037037035,0.0,-0.037037037037037035,108,0.5145631067961165,0.7407407407407407,gpt,E26
135,0.4444444444444444,-0.016872551973485975,0.23962225184462002,-0.029165463470979126,0.08888888888888889,0.0,-0.08888888888888889,108,0.5463917525773195,0.75,gpt,E27
135,0.4222222222222222,-0.11428571428571412,0.22088011690497775,-0.12340818985444306,0.037037037037037035,0.0,-0.037037037037037035,108,0.5339805825242718,0.6574074074074074,gpt,E28
135,0.4444444444444444,-0.05633802816901417,0.24733780594324362,-0.06336725907313552,0.05185185185185185,0.0,-0.05185185185185185,108,0.4423076923076923,0.7222222222222222,gpt,E29
135,0.4444444444444444,0.12299696838458202,0.2033674934597454,0.1819624565172087,0.2740740740740741,0.0,-0.2740740740740741,108,0.5365853658536586,0.6574074074074074,gpt,E30
